,Opposition,Distance,HSR,Sprint,Accelerations,Decelerations,Jumps,match_id,season_name,team,opposition_team,goals_scored,goals_conceded,np_xg,np_xg_conceded,shots,shots_on_target,opposition_shots,opposition_shots_on_target,passes,opposition_passes,completed_passes_into_the_box,pressures,pressure_regains,fouls,tackles,yellow_cards,xg_within_8_seconds_of_corner,xg_conceded_within_8_seconds_of_corner,shots_within_8_seconds_of_corner,shots_conceded_within_8_seconds_of_corner,goals_within_8_seconds_of_corner,goals_conceded_within_8_seconds_of_corner,xg_within_8_seconds_of_indirect_free_kick,xg_conceded_within_8_seconds_of_indirect_free_kick,shots_within_8_seconds_of_indirect_free_kick,shots_conceded_within_8_seconds_of_indirect_free_kick,goals_within_8_seconds_of_indirect_free_kick,goals_conceded_within_8_seconds_of_indirect_free_kick,possession,final_third_possession,ppda,completed_passes_and_carries_into_final_third,match_outcome,date,monte_carlo_win_prob,monte_carlo_draw_prob,monte_carlo_loss_prob,location,lineup
153,Sunderland,102561.0,6866.0,1243.0,272.0,389.0,19.0,3895394.0,2324,Coventry City,Sunderland,0.0,0.0,1.63591156,0.7111834,17.0,6.0,15.0,2.0,546.0,492.0,14.0,208.0,39.0,19.0,25.0,1.0,0.0,0.1004869,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,53.0,49.0,8.666666666666666,56.0,draw,2023-08-26,0.6244,0.2428,0.1328,home,"[{'player_id': 3061, 'squad_role': 'Starting XI', 'position': 'Left Wing Back', 'minutes_played': 96.2}, {'player_id': 3299, 'squad_role': 'Starting XI', 'position': 'Goalkeeper', 'minutes_played': 96.2}, {'player_id': 3317, 'squad_role': 'Starting XI', 'position': 'Center Attacking Midfield', 'minutes_played': 70.7167}, {'player_id': 8998, 'squad_role': 'Unused', 'position': 'Unused', 'minutes_played': 0.0}, {'player_id': 9422, 'squad_role': 'Starting XI', 'position': 'Right Center Forward', 'minutes_played': 96.2}, {'player_id': 9709, 'squad_role': 'Starting XI', 'position': 'Center Back', 'minutes_played': 96.2}, {'player_id': 13247, 'squad_role': 'Unused', 'position': 'Unused', 'minutes_played': 0.0}, {'player_id': 15811, 'squad_role': 'Unused', 'position': 'Unused', 'minutes_played': 0.0}, {'player_id': 22008, 'squad_role': 'Substitution - On (Tactical)', 'position': 'Left Center Forward', 'minutes_played': 26.0}, {'player_id': 29363, 'squad_role': 'Starting XI', 'position': 'Left Defensive Midfield', 'minutes_played': 96.2}, {'player_id': 29405, 'squad_role': 'Starting XI', 'position': 'Right Defensive Midfield', 'minutes_played': 96.2}, {'player_id': 29659, 'squad_role': 'Starting XI', 'position': 'Right Wing Back', 'minutes_played': 96.2}, {'player_id': 32685, 'squad_role': 'Starting XI', 'position': 'Left Center Back', 'minutes_played': 96.2}, {'player_id': 35708, 'squad_role': 'Unused', 'position': 'Unused', 'minutes_played': 0.0}, {'player_id': 38531, 'squad_role': 'Unused', 'position': 'Unused', 'minutes_played': 0.0}, {'player_id': 41508, 'squad_role': 'Starting XI', 'position': 'Right Center Back', 'minutes_played': 96.2}, {'player_id': 42693, 'squad_role': 'Substitution - On (Tactical)', 'position': 'Center Attacking Midfield', 'minutes_played': 26.35}, {'player_id': 42928, 'squad_role': 'Starting XI', 'position': 'Left Center Forward', 'minutes_played': 70.7167}, {'player_id': 134012, 'squad_role': 'Unused', 'position': 'Unused', 'minutes_played': 0.0}, {'player_id': 139775, 'squad_role': 'Unused', 'position': 'Unused', 'minutes_played': 0.0}]"
154,Watford,107293.0,8194.0,1822.0,282.0,420.0,22.0,3895403.0,2324,Coventry City,Watford,3.0,3.0,0.9901873,1.4604705,15.0,6.0,14.0,5.0,453.0,398.0,11.0,143.0,23.0,12.0,24.0,3.0,0.0689101,0.1509057,1.0,3.0,0.0,0.0,0.1335497,0.0,2.0,0.0,0.0,0.0,53.0,46.0,7.285714285714286,39.0,draw,2023-09-02,0.4263,0.2768,0.2969,home,"[{'player_id': 3061, 'squad_role': 'Starting XI', 'position': 'Left Wing Back', 'minutes_played': 54.3}, {'player_id': 3299, 'squad_role': 'Starting XI', 'position': 'Goalkeeper', 'minutes_played': 101.617}, {'player_id': 3317, 'squad_role': 'Starting XI', 'position': 'Center Attacking Midfield', 'minutes_played': 92.45}, {'player_id': 8998, 'squad_role': 'Substitution - On (Tactical)', 'position': 'Left Wing Back', 'minutes_played': 47.3167}, {'player_id': 9422, 'squad_role': 'Starting XI', 'position': 'Right Center Forward', 'minutes_played': 101.617}, {'player_id': 9709, 'squad_role': 'Starting XI', 'position': 'Center Back', 'minutes_played': 101.617}, {'player_id': 13247, 'squad_role': 'Unused', 'position': 'Unused', 'minutes_played': 0.0}, {'player_id': 15811, 'squad_role': 'Unused', 'position': 'Unused', 'minutes_played': 0.0}, {'player_id': 22008, 'squad_role': 'Starting XI', 'position': 'Left Center Forward', 'minutes_played': 101.617}, {'player_id': 29363, 'squad_role': 'Starting XI', 'position': 'Left Defensive Midfield', 'minutes_played': 101.617}, {'player_id': 29405, 'squad_role': 'Starting XI', 'position': 'Right Defensive Midfield', 'minutes_played': 75.1}, {'player_id': 29659, 'squad_role': 'Starting XI', 'position': 'Right Wing Back', 'minutes_played': 75.1}, {'player_id': 32685, 'squad_role': 'Starting XI', 'position': 'Left Center Back', 'minutes_played': 101.617}, {'player_id': 35708, 'squad_role': 'Unused', 'position': 'Unused', 'minutes_played': 0.0}, {'player_id': 38531, 'squad_role': 'Substitution - On (Tactical)', 'position': 'Right Wing Back', 'minutes_played': 26.75}, {'player_id': 41508, 'squad_role': 'Starting XI', 'position': 'Right Center Back', 'minutes_played': 101.617}, {'player_id': 42693, 'squad_role': 'Substitution - On (Tactical)', 'position': 'Right Defensive Midfield', 'minutes_played': 27.1833}, {'player_id': 42928, 'squad_role': 'Substitution - On (Tactical)', 'position': 'Left Center Forward', 'minutes_played': 9.16667}, {'player_id': 139775, 'squad_role': 'Unused', 'position': 'Unused', 'minutes_played': 0.0}, {'player_id': 346847, 'squad_role': 'Unused', 'position': 'Unused', 'minutes_played': 0.0}]"
155,Hull,106370.0,7035.0,1367.0,289.0,418.0,27.0,3895418.0,2324,Coventry City,Hull City,1.0,1.0,0.7509896500000001,1.35675135,8.0,2.0,18.0,4.0,412.0,577.0,8.0,233.0,30.0,21.0,14.0,5.0,0.0487019,0.5156055,1.0,3.0,1.0,0.0,0.00601515,0.0587727,1.0,1.0,0.0,0.0,42.0,37.0,14.23076923076923,33.0,draw,2023-09-15,0.1837,0.2924,0.5239,away,"[{'player_id': 3061, 'squad_role': 'Starting XI', 'position': 'Left Wing Back', 'minutes_played': 77.3667}, {'player_id': 3299, 'squad_role': 'Starting XI', 'position': 'Goalkeeper', 'minutes_played': 96.4}, {'player_id': 3317, 'squad_role': 'Substitution - On (Tactical)', 'position': 'Center Attacking Midfield', 'minutes_played': 30.1833}, {'player_id': 3355, 'squad_role': 'Unused', 'position': 'Unused', 'minutes_played': 0.0}, {'player_id': 8998, 'squad_role': 'Substitution - On (Tactical)', 'position': 'Left Wing Back', 'minutes_played': 19.2667}, {'player_id': 9422, 'squad_role': 'Starting XI', 'position': 'Right Center Forward', 'minutes_played': 96.4}, {'player_id': 9709, 'squad_role': 'Starting XI', 'position': 'Center Back', 'minutes_played': 96.4}, {'player_id': 13247, 'squad_role': 'Unused', 'position': 'Unused', 'minutes_played': 0.0}, {'player_id': 15811, 'squad_role': 'Starting XI', 'position': 'Left Defensive Midfield', 'minutes_played': 96.4}, {'player_id': 22008, 'squad_role': 'Starting XI', 'position': 'Left Center Forward', 'minutes_played': 77.3667}, {'player_id': 29405, 'squad_role': 'Starting XI', 'position': 'Right Defensive Midfield', 'minutes_played': 96.4}, {'player_id': 29659, 'squad_role': 'Starting XI', 'position': 'Right Wing Back', 'minutes_played': 96.4}, {'player_id': 30077, 'squad_role': 'Unused', 'position': 'Unused', 'minutes_played': 0.0}, {'player_id': 32685, 'squad_role': 'Starting XI', 'position': 'Right Center Back', 'minutes_played': 96.4}, {'player_id': 35708, 'squad_role': 'Starting XI', 'position': 'Left Center Back', 'minutes_played': 96.4}, {'player_id': 38531, 'squad_role': 'Unused', 'position': 'Unused', 'minutes_played': 0.0}, {'player_id': 41508, 'squad_role': 'Unused', 'position': 'Unused', 'minutes_played': 0.0}, {'player_id': 42693, 'squad_role': 'Starting XI', 'position': 'Center Attacking Midfield', 'minutes_played': 66.3833}, {'player_id': 42928, 'squad_role': 'Substitution - On (Tactical)', 'position': 'Left Center Forward', 'minutes_played': 19.1833}, {'player_id': 346847, 'squad_role': 'Unused', 'position': 'Unused', 'minutes_played': 0.0}]"
156,Cardiff,112864.0,6474.0,1129.0,263.0,414.0,18.0,3895430.0,2324,Coventry City,Cardiff City,2.0,3.0,0.6498626999999999,0.6057104,7.0,3.0,8.0,3.0,715.0,413.0,6.0,197.0,37.0,10.0,13.0,3.0,0.0777518,0.2421195,1.0,2.0,1.0,1.0,0.0639117,0.0,1.0,0.0,0.0,0.0,63.0,60.0,9.954545454545457,54.0,lost,2023-09-19,0.308,0.4129,0.2791,away,"[{'player_id': 3061, 'squad_role': 'Starting XI', 'position': 'Left Wing Back', 'minutes_played': 103.733}, {'player_id': 3299, 'squad_role': 'Starting XI', 'position': 'Goalkeeper', 'minutes_played': 103.733}, {'player_id': 3317, 'squad_role': 'Starting XI', 'position': 'Center Attacking Midfield', 'minutes_played': 84.6167}, {'player_id': 3355, 'squad_role': 'Substitution - On (Tactical)', 'position': 'Right Center Midfield', 'minutes_played': 19.1167}, {'player_id': 8998, 'squad_role': 'Unused', 'position': 'Unused', 'minutes_played': 0.0}, {'player_id': 9422, 'squad_role': 'Starting XI', 'position': 'Right Center Forward', 'minutes_played': 103.733}, {'player_id': 9709, 'squad_role': 'Starting XI', 'position': 'Center Back', 'minutes_played': 103.733}, {'player_id': 13247, 'squad_role': 'Unused', 'position': 'Unused', 'minutes_played': 0.0}, {'player_id': 15811, 'squad_role': 'Starting XI', 'position': 'Left Defensive Midfield', 'minutes_played': 74.4833}, {'player_id': 22008, 'squad_role': 'Starting XI', 'position': 'Left Center Forward', 'minutes_played': 84.8}, {'player_id': 29405, 'squad_role': 'Starting XI', 'position': 'Right Defensive Midfield', 'minutes_played': 103.733}, {'player_id': 29659, 'squad_role': 'Starting XI', 'position': 'Right Wing Back', 'minutes_played': 54.6333}, {'player_id': 30077, 'squad_role': 'Substitution - On (Tactical)', 'position': 'Left Center Back', 'minutes_played': 29.5333}, {'player_id': 32685, 'squad_role': 'Starting XI', 'position': 'Right Center Back', 'minutes_played': 103.733}, {'player_id': 35708, 'squad_role': 'Starting XI', 'position': 'Left Center Back', 'minutes_played': 74.4833}, {'player_id': 38531, 'squad_role': 'Substitution - On (Injury)', 'position': 'Right Wing Back', 'minutes_played': 49.1}, {'player_id': 41508, 'squad_role': 'Unused', 'position': 'Unused', 'minutes_played': 0.0}, {'player_id': 42693, 'squad_role': 'Substitution - On (Tactical)', 'position': 'Left Defensive Midfield', 'minutes_played': 29.5}, {'player_id': 42928, 'squad_role': 'Substitution - On (Tactical)', 'position': 'Left Center Forward', 'minutes_played': 18.9333}, {'player_id': 346847, 'squad_role': 'Unused', 'position': 'Unused', 'minutes_played': 0.0}]"
157,Huddersfield,102798.0,5879.0,1032.0,297.0,346.0,44.0,3895437.0,2324,Coventry City,Huddersfield Town,1.0,1.0,1.980337,0.6601702,11.0,2.0,10.0,4.0,469.0,327.0,10.0,125.0,33.0,14.0,12.0,2.0,0.1439884,0.0,3.0,0.0,0.0,0.0,0.127234,0.0,1.0,0.0,0.0,0.0,59.0,63.0,10.857142857142858,40.0,draw,2023-09-25,0.7142,0.209,0.0768,home,"[{'player_id': 3061, 'squad_role': 'Starting XI', 'position': 'Left Wing Back', 'minutes_played': 89.6}, {'player_id': 3299, 'squad_role': 'Starting XI', 'position': 'Goalkeeper', 'minutes_played': 96.9833}, {'player_id': 3355, 'squad_role': 'Substitution - On (Tactical)', 'position': 'Center Attacking Midfield', 'minutes_played': 25.8333}, {'player_id': 8998, 'squad_role': 'Substitution - On (Tactical)', 'position': 'Left Wing Back', 'minutes_played': 7.56667}, {'player_id': 9422, 'squad_role': 'Starting XI', 'position': 'Left Center Forward', 'minutes_played': 96.9833}, {'player_id': 9709, 'squad_role': 'Starting XI', 'position': 'Center Back', 'minutes_played': 96.9833}, {'player_id': 13247, 'squad_role': 'Unused', 'position': 'Unused', 'minutes_played': 0.0}, {'player_id': 15811, 'squad_role': 'Starting XI', 'position': 'Left Defensive Midfield', 'minutes_played': 96.9833}, {'player_id': 22008, 'squad_role': 'Substitution - On (Tactical)', 'position': 'Right Center Forward', 'minutes_played': 26.05}, {'player_id': 29405, 'squad_role': 'Starting XI', 'position': 'Right Defensive Midfield', 'minutes_played': 96.9833}, {'player_id': 30077, 'squad_role': 'Unused', 'position': 'Unused', 'minutes_played': 0.0}, {'player_id': 32685, 'squad_role': 'Substitution - On (Tactical)', 'position': 'Right Wing Back', 'minutes_played': 7.68333}, {'player_id': 35708, 'squad_role': 'Starting XI', 'position': 'Left Center Back', 'minutes_played': 96.9833}, {'player_id': 38531, 'squad_role': 'Starting XI', 'position': 'Right Wing Back', 'minutes_played': 89.6}, {'player_id': 41508, 'squad_role': 'Starting XI', 'position': 'Right Center Back', 'minutes_played': 96.9833}, {'player_id': 42693, 'squad_role': 'Starting XI', 'position': 'Center Attacking Midfield', 'minutes_played': 71.4}, {'player_id': 42928, 'squad_role': 'Starting XI', 'position': 'Right Center Forward', 'minutes_played': 71.4}, {'player_id': 139775, 'squad_role': 'Unused', 'position': 'Unused', 'minutes_played': 0.0}, {'player_id': 302569, 'squad_role': 'Unused', 'position': 'Unused', 'minutes_played': 0.0}, {'player_id': 346847, 'squad_role': 'Unused', 'position': 'Unused', 'minutes_played': 0.0}]"
158,QPR,105186.0,6003.0,1175.0,279.0,377.0,38.0,3895449.0,2324,Coventry City,Queens Park Rangers,3.0,1.0,1.7514211,1.20248623,15.0,6.0,12.0,3.0,420.0,460.0,9.0,128.0,31.0,18.0,17.0,2.0,0.1607607,0.0570389,2.0,2.0,0.0,0.0,0.4643626999999999,0.0,3.0,0.0,1.0,0.0,48.0,40.0,17.066666666666666,36.0,won,2023-09-30,0.5,0.2649,0.2351,away,"[{'player_id': 3061, 'squad_role': 'Starting XI', 'position': 'Left Wing Back', 'minutes_played': 98.3667}, {'player_id': 3299, 'squad_role': 'Starting XI', 'position': 'Goalkeeper', 'minutes_played': 98.3667}, {'player_id': 3355, 'squad_role': 'Starting XI', 'position': 'Center Attacking Midfield', 'minutes_played': 82.0667}, {'player_id': 8998, 'squad_role': 'Unused', 'position': 'Unused', 'minutes_played': 0.0}, {'player_id': 9422, 'squad_role': 'Starting XI', 'position': 'Left Center Forward', 'minutes_played': 98.3667}, {'player_id': 9709, 'squad_role': 'Starting XI', 'position': 'Center Back', 'minutes_played': 98.3667}, {'player_id': 13247, 'squad_role': 'Unused', 'position': 'Unused', 'minutes_played': 0.0}, {'player_id': 15811, 'squad_role': 'Starting XI', 'position': 'Left Defensive Midfield', 'minutes_played': 98.3667}, {'player_id': 22008, 'squad_role': 'Substitution - On (Tactical)', 'position': 'Right Center Forward', 'minutes_played': 16.5167}, {'player_id': 29405, 'squad_role': 'Starting XI', 'position': 'Right Defensive Midfield', 'minutes_played': 98.3667}, {'player_id': 30077, 'squad_role': 'Unused', 'position': 'Unused', 'minutes_played': 0.0}, {'player_id': 32685, 'squad_role': 'Starting XI', 'position': 'Right Wing Back', 'minutes_played': 98.3667}, {'player_id': 35708, 'squad_role': 'Starting XI', 'position': 'Left Center Back', 'minutes_played': 98.3667}, {'player_id': 38531, 'squad_role': 'Unused', 'position': 'Unused', 'minutes_played': 0.0}, {'player_id': 41508, 'squad_role': 'Starting XI', 'position': 'Right Center Back', 'minutes_played': 98.3667}, {'player_id': 42693, 'squad_role': 'Substitution - On (Tactical)', 'position': 'Center Attacking Midfield', 'minutes_played': 16.4833}, {'player_id': 42928, 'squad_role': 'Starting XI', 'position': 'Right Center Forward', 'minutes_played': 82.0667}, {'player_id': 139775, 'squad_role': 'Unused', 'position': 'Unused', 'minutes_played': 0.0}, {'player_id': 302569, 'squad_role': 'Unused', 'position': 'Unused', 'minutes_played': 0.0}, {'player_id': 346847, 'squad_role': 'Unused', 'position': 'Unused', 'minutes_played': 0.0}]"
159,Blackburn,112063.0,7132.0,1173.0,295.0,433.0,22.0,3895467.0,2324,Coventry City,Blackburn Rovers,1.0,0.0,0.82094013,0.9955555,14.0,3.0,15.0,5.0,362.0,702.0,5.0,247.0,39.0,22.0,16.0,2.0,0.1579263,0.1250492,3.0,3.0,0.0,0.0,0.0,0.0292744,0.0,1.0,0.0,0.0,34.0,31.0,21.31578947368421,37.0,won,2023-10-04,0.2807,0.3321,0.3872,home,"[{'player_id': 3061, 'squad_role': 'Starting XI', 'position': 'Left Wing Back', 'minutes_played': 99.65}, {'player_id': 3299, 'squad_role': 'Starting XI', 'position': 'Goalkeeper', 'minutes_played': 99.65}, {'player_id': 3355, 'squad_role': 'Starting XI', 'position': 'Center Attacking Midfield', 'minutes_played': 99.65}, {'player_id': 8998, 'squad_role': 'Unused', 'position': 'Unused', 'minutes_played': 0.0}, {'player_id': 9422, 'squad_role': 'Starting XI', 'position': 'Right Center Forward', 'minutes_played': 96.1333}, {'player_id': 9709, 'squad_role': 'Starting XI', 'position': 'Center Back', 'minutes_played': 99.65}, {'player_id': 13247, 'squad_role': 'Unused', 'position': 'Unused', 'minutes_played': 0.0}, {'player_id': 15811, 'squad_role': 'Starting XI', 'position': 'Left Defensive Midfield', 'minutes_played': 26.6667}, {'player_id': 22008, 'squad_role': 'Substitution - On (Tactical)', 'position': 'Left Center Forward', 'minutes_played': 24.8667}, {'player_id': 29405, 'squad_role': 'Starting XI', 'position': 'Right Defensive Midfield', 'minutes_played': 99.65}, {'player_id': 30077, 'squad_role': 'Substitution - On (Tactical)', 'position': 'Left Center Back', 'minutes_played': 25.15}, {'player_id': 32685, 'squad_role': 'Starting XI', 'position': 'Right Wing Back', 'minutes_played': 99.65}, {'player_id': 35708, 'squad_role': 'Starting XI', 'position': 'Left Center Back', 'minutes_played': 75.1167}, {'player_id': 38531, 'squad_role': 'Substitution - On (Tactical)', 'position': 'Right Attacking Midfield', 'minutes_played': 3.78333}, {'player_id': 41508, 'squad_role': 'Starting XI', 'position': 'Right Center Back', 'minutes_played': 99.65}, {'player_id': 42693, 'squad_role': 'Substitution - On (Injury)', 'position': 'Center Attacking Midfield', 'minutes_played': 73.45}, {'player_id': 42928, 'squad_role': 'Starting XI', 'position': 'Left Center Forward', 'minutes_played': 75.1167}, {'player_id': 149167, 'squad_role': 'Unused', 'position': 'Unused', 'minutes_played': 0.0}, {'player_id': 302569, 'squad_role': 'Unused', 'position': 'Unused', 'minutes_played': 0.0}, {'player_id': 346847, 'squad_role': 'Unused', 'position': 'Unused', 'minutes_played': 0.0}]"
160,Norwich,107509.0,5708.0,887.0,289.0,390.0,13.0,3895478.0,2324,Coventry City,Norwich City,1.0,1.0,2.0704363,0.4443584,21.0,3.0,6.0,2.0,570.0,418.0,15.0,135.0,26.0,13.0,10.0,1.0,0.7387824,0.0,2.0,0.0,0.0,0.0,0.0407805,0.0,1.0,0.0,0.0,0.0,58.0,78.0,11.88,66.0,draw,2023-10-07,0.8168,0.1415,0.0417,home,"[{'player_id': 3061, 'squad_role': 'Starting XI', 'position': 'Left Wing Back', 'minutes_played': 73.6833}, {'player_id': 3299, 'squad_role': 'Starting XI', 'position': 'Goalkeeper', 'minutes_played': 96.1}, {'player_id': 3355, 'squad_role': 'Starting XI', 'position': 'Center Attacking Midfield', 'minutes_played': 78.1833}, {'player_id': 8998, 'squad_role': 'Unused', 'position': 'Unused', 'minutes_played': 0.0}, {'player_id': 9422, 'squad_role': 'Substitution - On (Tactical)', 'position': 'Left Center Forward', 'minutes_played': 22.4}, {'player_id': 9709, 'squad_role': 'Starting XI', 'position': 'Center Back', 'minutes_played': 96.1}, {'player_id': 13247, 'squad_role': 'Unused', 'position': 'Unused', 'minutes_played': 0.0}, {'player_id': 22008, 'squad_role': 'Starting XI', 'position': 'Left Center Forward', 'minutes_played': 73.7}, {'player_id': 29405, 'squad_role': 'Starting XI', 'position': 'Right Defensive Midfield', 'minutes_played': 96.1}, {'player_id': 29659, 'squad_role': 'Substitution - On (Tactical)', 'position': 'Left Wing Back', 'minutes_played': 22.95}, {'player_id': 30077, 'squad_role': 'Starting XI', 'position': 'Left Center Back', 'minutes_played': 73.6833}, {'player_id': 32685, 'squad_role': 'Substitution - On (Tactical)', 'position': 'Left Center Back', 'minutes_played': 23.1667}, {'player_id': 35708, 'squad_role': 'Substitution - On (Tactical)', 'position': 'Center Attacking Midfield', 'minutes_played': 19.0}, {'player_id': 38531, 'squad_role': 'Starting XI', 'position': 'Right Wing Back', 'minutes_played': 96.1}, {'player_id': 41508, 'squad_role': 'Starting XI', 'position': 'Right Center Back', 'minutes_played': 96.1}, {'player_id': 42693, 'squad_role': 'Starting XI', 'position': 'Left Defensive Midfield', 'minutes_played': 96.1}, {'player_id': 42928, 'squad_role': 'Starting XI', 'position': 'Right Center Forward', 'minutes_played': 96.1}, {'player_id': 149167, 'squad_role': 'Unused', 'position': 'Unused', 'minutes_played': 0.0}, {'player_id': 302569, 'squad_role': 'Unused', 'position': 'Unused', 'minutes_played': 0.0}, {'player_id': 346847, 'squad_role': 'Unused', 'position': 'Unused', 'minutes_played': 0.0}]"
161,Bristol City,107845.0,7262.0,1464.0,305.0,407.0,37.0,3895487.0,2324,Coventry City,Bristol City,0.0,1.0,0.687656,0.28729537,15.0,1.0,6.0,3.0,635.0,309.0,12.0,145.0,23.0,12.0,14.0,3.0,0.2006656,0.0,4.0,0.0,0.0,0.0,0.0,0.133115,0.0,1.0,0.0,1.0,67.0,77.0,5.115384615384615,56.0,lost,2023-10-21,0.4184,0.4428,0.1388,away,"[{'player_id': 3061, 'squad_role': 'Starting XI', 'position': 'Left Wing Back', 'minutes_played': 102.0}, {'player_id': 3299, 'squad_role': 'Starting XI', 'position': 'Goalkeeper', 'minutes_played': 102.0}, {'player_id': 8998, 'squad_role': 'Unused', 'position': 'Unused', 'minutes_played': 0.0}, {'player_id': 9422, 'squad_role': 'Starting XI', 'position': 'Right Center Forward', 'minutes_played': 102.0}, {'player_id': 9709, 'squad_role': 'Starting XI', 'position': 'Center Back', 'minutes_played': 94.85}, {'player_id': 13247, 'squad_role': 'Unused', 'position': 'Unused', 'minutes_played': 0.0}, {'player_id': 22008, 'squad_role': 'Substitution - On (Tactical)', 'position': 'Left Center Forward', 'minutes_played': 20.7167}, {'player_id': 29363, 'squad_role': 'Starting XI', 'position': 'Left Defensive Midfield', 'minutes_played': 102.0}, {'player_id': 29405, 'squad_role': 'Starting XI', 'position': 'Right Defensive Midfield', 'minutes_played': 102.0}, {'player_id': 29659, 'squad_role': 'Starting XI', 'position': 'Right Wing Back', 'minutes_played': 102.0}, {'player_id': 30077, 'squad_role': 'Unused', 'position': 'Unused', 'minutes_played': 0.0}, {'player_id': 32685, 'squad_role': 'Substitution - On (Tactical)', 'position': 'Center Back', 'minutes_played': 7.15}, {'player_id': 35708, 'squad_role': 'Starting XI', 'position': 'Left Center Back', 'minutes_played': 102.0}, {'player_id': 38531, 'squad_role': 'Starting XI', 'position': 'Center Attacking Midfield', 'minutes_played': 80.8667}, {'player_id': 39491, 'squad_role': 'Unused', 'position': 'Unused', 'minutes_played': 0.0}, {'player_id': 41508, 'squad_role': 'Starting XI', 'position': 'Right Center Back', 'minutes_played': 102.0}, {'player_id': 42693, 'squad_role': 'Substitution - On (Tactical)', 'position': 'Center Attacking Midfield', 'minutes_played': 21.1333}, {'player_id': 42928, 'squad_role': 'Starting XI', 'position': 'Left Center Forward', 'minutes_played': 81.2833}, {'player_id': 302573, 'squad_role': 'Unused', 'position': 'Unused', 'minutes_played': 0.0}, {'player_id': 346847, 'squad_role': 'Unused', 'position': 'Unused', 'minutes_played': 0.0}]"
162,Rotherham,108166.0,6709.0,1455.0,267.0,369.0,34.0,3895505.0,2324,Coventry City,Rotherham United,0.0,2.0,2.2218695100000003,1.385657,24.0,6.0,20.0,7.0,601.0,319.0,18.0,140.0,20.0,7.0,18.0,1.0,0.2899126,0.2087496,3.0,3.0,0.0,1.0,0.0,0.0420583,0.0,2.0,0.0,0.0,65.0,61.0,11.909090909090908,70.0,lost,2023-10-25,0.5727,0.2076,0.2197,away,"[{'player_id': 3061, 'squad_role': 'Starting XI', 'position': 'Left Wing Back', 'minutes_played': 99.05}, {'player_id': 3299, 'squad_role': 'Starting XI', 'position': 'Goalkeeper', 'minutes_played': 99.05}, {'player_id': 8998, 'squad_role': 'Unused', 'position': 'Unused', 'minutes_played': 0.0}, {'player_id': 9422, 'squad_role': 'Starting XI', 'position': 'Left Center Forward', 'minutes_played': 65.5833}, {'player_id': 9709, 'squad_role': 'Starting XI', 'position': 'Center Back', 'minutes_played': 77.9833}, {'player_id': 13247, 'squad_role': 'Unused', 'position': 'Unused', 'minutes_played': 0.0}, {'player_id': 22008, 'squad_role': 'Substitution - On (Tactical)', 'position': 'Left Center Forward', 'minutes_played': 33.55}, {'player_id': 23399, 'squad_role': 'Substitution - On (Tactical)', 'position': 'Right Center Back', 'minutes_played': 22.9}, {'player_id': 29363, 'squad_role': 'Starting XI', 'position': 'Left Defensive Midfield', 'minutes_played': 99.05}, {'player_id': 29405, 'squad_role': 'Starting XI', 'position': 'Right Defensive Midfield', 'minutes_played': 99.05}, {'player_id': 29659, 'squad_role': 'Starting XI', 'position': 'Right Wing Back', 'minutes_played': 99.05}, {'player_id': 30077, 'squad_role': 'Unused', 'position': 'Unused', 'minutes_played': 0.0}, {'player_id': 32685, 'squad_role': 'Starting XI', 'position': 'Right Center Back', 'minutes_played': 77.95}, {'player_id': 35708, 'squad_role': 'Starting XI', 'position': 'Left Center Back', 'minutes_played': 99.05}, {'player_id': 38531, 'squad_role': 'Substitution - On (Tactical)', 'position': 'Center Attacking Midfield', 'minutes_played': 23.1167}, {'player_id': 39491, 'squad_role': 'Unused', 'position': 'Unused', 'minutes_played': 0.0}, {'player_id': 41508, 'squad_role': 'Substitution - On (Tactical)', 'position': 'Right Center Back', 'minutes_played': 21.0667}, {'player_id': 42693, 'squad_role': 'Starting XI', 'position': 'Center Attacking Midfield', 'minutes_played': 77.95}, {'player_id': 42928, 'squad_role': 'Starting XI', 'position': 'Right Center Forward', 'minutes_played': 99.05}, {'player_id': 346847, 'squad_role': 'Unused', 'position': 'Unused', 'minutes_played': 0.0}]"
